Plant_species	Plot	Elevation	Display_size	Flower_diameter	Floral_depth	Petal_width	Petal_length	Stylus_length	Filament_length	Nectar_depth	Nectar_width	Stylus_position	Filament_position	Plant_height	Flower_inclination	Leaf_inclination	Number_leaves	Number_inflorescense	Number_flowers_per_inflo	Leaf_width	Leaf_length	Leaf_thickness	Leaf_Area	Leaf_weight_fresh	Leaf_weight_dry	Succulence	Specific_leaf_weight	Leaf_lobation
Leucanthemopsis_alpina	Fuscher_Toerl	2379	29.5	1.22	2.65	0.58	2.62	3.36	2.09	1.91	0.58	1.45	0.18	101	150	165	13	1	32	5.81	8.46	0.45	0.314517809	0.1343	0.028	3.379776819	0.890251655	2.454828354
Leucanthemopsis_alpina	Fuscher_Toerl	2379	27.29	1.4	2.68	0.44	2.7	2.77	1.92	1.75	0.55	1.02	0.17	113	140	175	10	1	29	8.37	10.95	0.54	0.548705131	0.2424	0.056	3.3970887	1.020584588	2.623737804
Leucanthemopsis_alpina	Hochtor	2587	14.79	1.36	2.59	NA	NA	1.95	1.9	2.27	0.68	-0.32	-0.37	27	120	130	14	1	45	4.59	11.29	0.66	0.190835429	0.0927	0.0199	3.814805269	1.042783308	4.265475963
Leucanthemopsis_alpina	Hochtor	2587	12.23	0.85	2.59	NA	NA	3.12	2.26	2.27	0.6	0.85	-0.01	33	135	100	13	1	32	3.22	11.49	0.44	0.239941324	0.0545	0.0073	1.967147601	0.304241049	2.422092509
Leucanthemopsis_alpina	Hochtor	2587	16.48	1.19	2.62	NA	NA	2.99	2.78	2.83	0.72	0.16	-0.05	33	110	110	6	1	24	3.87	10.72	0.45	0.127619447	0.0455	0.0102	2.76603612	0.79925123	5.106328719
Leucanthemopsis_alpina	Hochtor	2587	9.41	1.12	2.66	NA	NA	3.17	2.6	2.42	0.65	0.75	0.18	46	150	160	6	1	26	4.04	8.19	0.49	0.236378877	0.0371	0.0061	1.311453899	0.258060283	2.198753171
Leucanthemopsis_alpina	Hochtor	2587	15.49	1.76	2.73	NA	NA	3.12	2.22	2.59	0.89	0.53	-0.37	22	135	140	7	1	26	3.82	9.47	0.49	0.523470243	0.0291	0.0034	0.490954364	0.064951161	1.085528475
Leucanthemopsis_alpina	Hochtor	2587	21.44	1.93	2.92	NA	NA	2.28	2.26	3.944	0.66	-1.664	-1.684	38	135	130	15	1	32	3.91	11.91	0.48	0.140821459	0.0435	0.0084	2.492517848	0.596499998	5.194449834
Leucanthemopsis_alpina	Hochtor	2587	13.37	1.1	2.92	NA	NA	2.01	2.01	2.27	0.49	-0.26	-0.26	48	135	150	10	1	42	3.46	11.73	0.52	0.199776474	0.0683	0.0121	2.813144054	0.605676923	3.191167823
Leucanthemopsis_alpina	Hochtor	2587	17.99	1.07	2.92	NA	NA	2.56	2.56	2.85	0.57	-0.29	-0.29	66	150	130	9	1	50	6.51	21.31	0.31	0.176026823	0.1678	0.0246	NA	1.397514287	12.37956728
Leucanthemopsis_alpina	Hochtor	2587	10.81	1.08	3.04	NA	NA	3.24	2.98	2.46	0.71	0.78	0.52	41	155	130	9	1	27	1.81	13.6	0.33	0.131321598	0.0397	0.0062	2.550989366	0.472123405	2.944429779
Leucanthemopsis_alpina	Hochtor	2587	17.05	1.32	3.18	NA	NA	2.72	2.41	2.7	0.72	0.02	-0.29	65	146	140	10	1	22	3.82	10.28	0.43	0.1624057	0.0666	0.0109	3.429682579	0.671158709	3.798176014
Leucanthemum_vulgare	Fuscher_Tal	1181	38.42	0.83	2.76	0.3	2.76	2.54	2.29	2.43	0.83	0.11	-0.14	395	155	135	9	1	3	11.39	24.1	0.23	1.862345935	NA	NA	NA	NA	2.31526277
Leucanthemum_vulgare	Fuscher_Tal	1181	37.96	0.68	2.81	0.46	2.81	1.78	2.77	2.11	0.68	-0.33	0.66	334	180	155	12	1	13	10.07	17.47	0.21	1.341296219	0.0903	0.0847	0.041750658	0.631478705	2.060238754
Leucanthemum_vulgare	Fuscher_Tal	1181	42.35	0.71	2.88	0.44	2.88	2.99	2.49	2.09	0.71	0.9	0.4	337	175	120	7	1	46	11.63	20.02	0.27	2.331879241	0.1577	0.1191	0.165531728	0.51074686	1.568402799
Leucanthemum_vulgare	Fuscher_Tal	1181	51.45	0.71	3.03	0.36	3.03	2.61	3.1	2.23	0.71	0.38	0.87	246	170	110	13	1	35	14.92	24.6	0.41	3.188062595	0.2887	0.264	0.077476521	0.828089136	1.808410281
Leucanthemum_vulgare	Fuscher_Tal	1181	37.4	0.86	3.09	0.49	3.09	2.87	2.42	2.44	0.86	0.43	-0.02	339	180	125	9	1	38	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leucanthemum_vulgare	Fuscher_Tal	1181	38.62	1.26	3.1	0.59	3.1	3.47	3.03	2.54	0.85	0.93	0.49	334	165	130	12	1	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leucanthemum_vulgare	Fuscher_Tal	1181	44.78	0.77	3.1	0.51	3.1	1.75	2.49	2.45	0.77	-0.7	0.04	336	180	135	7	1	24	8.77	25.17	0.33	1.859506993	0.1589	0.1436	0.082279873	0.772247701	1.864682393
Leucanthemum_vulgare	Fuscher_Tal	1181	41.23	0.83	3.17	0.49	3.17	2.7	2.65	2.83	0.83	-0.13	-0.18	223	165	140	13	1	39	15.71	34.56	0.36	4.331602271	0.297	0.2719	0.057946225	0.627712294	1.968888957
Leucanthemum_vulgare	Fuscher_Tal	1181	47.47	0.82	3.28	0.4	3.28	1.82	3.25	2.85	0.75	-1.03	0.4	335	175	135	11	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leucanthemum_vulgare	Fuscher_Tal	1181	48.59	1	3.39	0.46	3.39	3.04	2.7	3.02	1	0.02	-0.32	344	180	110	11	1	30	12.33	41.15	0.28	4.033097909	0.2475	0.2227	0.061491193	0.552180991	1.97612325
Leucanthemum_vulgare	Piffalpe	1463	31.22	0.95	2.65	0.3	2.46	1.74	2.36	1.82	0.58	-0.08	0.54	145	170	130	5	1	80	6.22	19.04	0.27	1.400920354	0.075	0.0674	0.054250051	0.48111229	1.327895076
Leucanthemum_vulgare	Piffalpe	1463	31.59	0.84	2.77	0.31	3.05	3.08	2.72	2.69	0.65	0.39	0.03	196	165	40	3	2	35	11.35	39.4	0.37	1.489769912	0.268	0.2421	0.17385235	1.625083163	4.715120125
Leucanthemum_vulgare	Piffalpe	1463	25.83	0.82	2.82	0.43	3.29	2.93	2.75	2.18	0.65	0.75	0.57	248	165	100	6	1	18	8.89	24.34	0.19	1.964672566	0.092	0.0848	0.036647328	0.431624086	1.730023614
Leucanthemum_vulgare	Piffalpe	1463	24.04	0.9	2.84	0.5	2.85	2.91	2.75	2.38	0.58	0.53	0.37	188	135	90	5	1	15	8.21	27.38	0.33	0.802761062	NA	NA	NA	NA	4.398556543
Leucanthemum_vulgare	Piffalpe	1463	31.55	0.79	3.02	0.3	2.71	3.09	2.68	2.51	0.5	0.58	0.17	239	165	130	3	1	28	7.82	34.44	0.31	1.381946903	0.119	0.0956	0.169326332	0.691777664	3.061247306
Leucanthemum_vulgare	Piffalpe	1463	32.99	1.09	3.05	0.47	3.1	3.17	3	2.19	0.61	0.98	0.81	234	180	140	7	1	35	4.59	17.17	0.3	2.765168142	0.1154	0.1127	0.009764325	0.407570152	0.44769404
Leucanthemum_vulgare	Piffalpe	1463	37.14	0.9	3.11	0.35	2.77	3.24	3.17	2.26	0.56	0.98	0.91	286	170	100	5	1	50	9.22	32.07	0.29	1.740884956	0.105	0.0578	0.271126474	0.332015047	2.667962283
Leucanthemum_vulgare	Piffalpe	1463	34.25	1.41	3.18	0.45	3.3	4.02	3.81	2.37	0.52	1.65	1.44	194	170	110	6	1	40	9.48	30.79	0.36	1.830300885	0.062	0.055	0.038245078	0.300497041	2.505044318
Leucanthemum_vulgare	Piffalpe	1463	25.86	0.78	3.2	0.37	2.96	3.24	2.79	2.46	0.61	0.78	0.33	193	150	160	6	1	13	7.81	29.3	0.22	1.298265487	0.084	0.0781	0.04544525	0.601571872	2.768694381
Leucanthemum_vulgare	Piffalpe	1463	39.06	1.02	3.33	0.45	3.56	3.4	3.3	2.81	0.4	0.59	0.49	195	170	100	7	3	22	6.86	28.8	0.32	0.644814159	0.093	0.0864	0.102355073	1.339920949	4.812845443
Leucanthemum_vulgare	Schupfer_Hochalm	1632	38.23	0.73	1.59	0.34	1.59	1.19	1.5	1.2	0.5	-0.01	0.3	274	180	110	4	1	112	9.84	39.02	0.26	2.527013821	0.157	0.1461	0.043133915	0.578152754	2.38668236
Leucanthemum_vulgare	Schupfer_Hochalm	1632	42.83	0.95	1.65	0.36	1.65	1.2	1.62	1.04	0.27	0.16	0.58	366	180	135	4	1	64	11.64	34.35	0.15	2.131578947	0.1349	0.1266	0.038938272	0.593925926	2.9464439
Leucanthemum_vulgare	Schupfer_Hochalm	1632	43.94	1.28	1.66	0.44	1.66	0.46	1.45	0.99	0.9	-0.53	0.46	353	180	120	8	1	105	11.66	47.8	0.31	2.453441296	0.1016	0.0952	0.026085809	0.388026403	3.568376356
Leucanthemum_vulgare	Schupfer_Hochalm	1632	47.73	1.12	1.78	0.57	1.78	1.81	1.52	1.42	0.44	0.39	0.1	398	180	120	6	1	87	19.78	59.41	0.2	6.647982689	0.4149	0.3833	0.047533216	0.576565882	2.776616095
Leucanthemum_vulgare	Schupfer_Hochalm	1632	40.11	0.73	1.81	0.36	1.81	1.38	1.53	1.16	0.36	0.22	0.37	324	180	120	8	1	33	10.04	38.41	0.3	2.271953092	0.1551	0.144	0.048856643	0.633815903	2.666235684
Leucanthemum_vulgare	Schupfer_Hochalm	1632	53.09	0.82	1.98	0.34	1.98	1.58	1.94	1.64	0.3	-0.06	0.3	536	180	135	6	1	198	16.94	64.77	0.31	7.89934385	0.6424	0.5953	0.059625205	0.753606896	2.181806149
Leucanthemum_vulgare	Schupfer_Hochalm	1632	43.74	1.01	1.99	0.43	2.09	2.65	1.17	1.3	0.27	1.35	-0.13	352	165	110	7	1	204	20.54	45.54	0.23	7.105472567	0.4861	0.4478	0.053902115	0.630218463	2.067856396
Ligusticum_mutellina	Fuscher_Toerl	2379	21.68	2.57	0.47	0.67	1.09	0	1.34	0	0	0	1.34	198	170	170	1	1	45	27.93	31.3	0.19	4.891667828	1.0012	0.2694	1.496013273	0.550732408	2.807231264
Ligusticum_mutellina	Fuscher_Toerl	2379	19.41	2.66	0.76	0.9	0.95	0	2.38	0	0	0	2.38	114	150	150	2	1	72	30.99	35.54	0.18	5.744252473	1.5326	0.4406	1.901030648	0.767027567	3.011794646
Ligusticum_mutellina	Fuscher_Toerl	2379	22.14	2.51	0.91	0.93	1.09	0	2.86	0	0	0	2.86	196	110	110	3	1	63	21.81	32.42	0.17	4.538874181	0.998	0.2998	1.538266919	0.660516216	2.447036284
Ligusticum_mutellina	Fuscher_Toerl	2379	25.31	3.36	1.38	0.89	1.09	1.71	1.81	0	0	1.71	1.81	119	110	110	2	1	91	26.3	40.11	0.16	6.788212345	1.3325	0.3178	1.494797081	0.468164494	2.441028603
Ligusticum_mutellina	Fuscher_Toerl	2379	13.67	2.42	1.69	0.81	1.15	0	2.17	0	0	0	2.17	118	120	120	4	2	64	17.67	23.84	0.13	2.952278111	0.5242	0.1726	1.19094471	0.584633268	2.241327971
Ligusticum_mutellina	Fuscher_Toerl	2379	22.99	3.19	1.74	0.92	1.33	0.79	0.46	0	0	0.79	0.46	106	170	130	3	1	90	20.63	29.11	0.16	16.92099763	0.835	0.237	0.353407059	0.140062664	0.557487772
Ligusticum_mutellina	Fuscher_Toerl	2379	31.38	3.67	2.34	1.01	1.27	3.08	2.18	0	0	3.08	2.18	142	165	165	3	2	49	46.53	49.22	0.19	13.2579072	3.1031	0.718	1.799001882	0.541563604	2.713435884
Ligusticum_mutellina	Nassfeld	2283	22.26	2.22	0.35	0.55	0.95	NA	2.77	0	0	NA	2.77	220	180	140	1	1	130	23.17	41.54	0.16	2.844538692	0.5154	0.1537	1.271559431	0.540333659	5.314966818
Ligusticum_mutellina	Nassfeld	2283	19.42	2.96	0.82	0.77	1.02	NA	0.77	0	0	NA	0.77	173	175	135	2	1	74	26.15	37.04	0.17	3.634081902	0.5962	0.1725	1.16590658	0.474672846	4.186661391
Ligusticum_mutellina	Nassfeld	2283	30.11	3.07	0.93	0.98	1.69	NA	2.73	0	0	NA	2.73	305	175	120	3	1	110	32.82	55.48	0.17	10.4891191	0.5728	0.5514	0.020402095	0.525687615	2.726816351
Ligusticum_mutellina	Nassfeld	2283	27.89	2.2	1.05	1	1.25	NA	2.71	0	0	NA	2.71	164	175	130	5	1	135	65.33	50.21	0.14	16.88854898	0.9003	0.8641	0.021434642	0.511648455	3.050917183
Ligusticum_mutellina	Nassfeld	2283	23.95	3.86	1.38	1.29	1.38	2.52	2	0	0	2.52	2	234	175	160	3	2	83	20.88	35.54	0.19	2.865118543	0.3747	0.079	1.03206899	0.275730302	4.068414556
Ligusticum_mutellina	Nassfeld	2283	16.3	3.67	1.65	1.18	1.49	2.42	0.94	0	0	2.42	0.94	119	165	125	2	2	39	26.73	47.32	0.13	6.968087325	1.2889	0.3397	1.362210253	0.487508242	2.851346437
Ligusticum_mutellina	Nassfeld	2283	30.98	4.39	1.71	1.3	1.88	2.64	0.36	0	0	2.64	0.36	263	175	150	2	1	85	52.13	67.79	0.1	15.52979212	0.865	0.6074	0.165874725	0.391119208	3.57443656
Linaria_alpina	Hochtor	2587	17.77	14.31	12.54	3.48	18.93	14.31	14.1	12.54	2.92	1.77	1.56	44	95	170	24	3	2	1.86	11.8	0.48	0.129208371	NA	NA	NA	NA	2.668235619
Linaria_alpina	Hochtor	2587	25.01	6.62	12.68	4.71	15.67	11.27	10.3	12.68	4.19	-1.41	-2.38	36	115	120	8	6	2	1.99	7.71	0.33	0.112269896	NA	NA	NA	NA	2.146663694
Linaria_alpina	Hochtor	2587	19.64	11.95	12.85	3.85	19.7	12.11	13.17	12.85	4.11	-0.74	0.32	23	135	165	16	2	2	1.34	6.15	0.35	0.102680759	NA	NA	NA	NA	1.260697005
Linaria_alpina	Hochtor	2587	20.51	12.73	13.02	3.47	19.7	12.61	12.8	13.02	4.02	-0.41	-0.22	31	95	135	26	2	1	2	7.41	0.43	0.142507174	NA	NA	NA	NA	1.633545941
Linaria_alpina	Hochtor	2587	20.33	11.91	13.69	3.77	19.96	12.29	12.83	13.69	3.21	-1.4	-0.86	21	90	155	20	4	2	2.04	8.65	0.45	0.043956044	NA	NA	NA	NA	6.30590687
Linaria_alpina	Hochtor	2587	25.84	13.38	14.6	3.47	19.66	11.14	12.01	14.6	2.41	-3.46	-2.59	19	110	125	21	2	1	1.56	7.27	0.43	0.122348989	NA	NA	NA	NA	1.456057418
Linaria_alpina	Hochtor	2587	22.71	11.95	15.41	4.75	20.07	14.78	14.64	15.41	4.41	-0.63	-0.77	35	145	165	20	2	1	2.52	9.97	0.42	0.191992721	NA	NA	NA	NA	2.055563098
Linaria_alpina	Hochtor	2587	20.21	16.33	15.47	4.67	20.88	13.28	13.48	15.47	2.39	-2.19	-1.99	27	115	110	16	2	2	2.35	11.21	0.54	0.207321341	NA	NA	NA	NA	1.995948552
Linaria_alpina	Hochtor	2587	18.47	15.24	16.67	5.26	22.1	13.25	15.07	16.67	3.34	-3.42	-1.6	24	110	180	25	2	1	1.97	7.84	0.36	0.08378246	NA	NA	NA	NA	2.895669942
Linaria_alpina	Hochtor	2587	17.53	11.19	17.37	4.51	21.7	15.04	14.64	17.37	3.63	-2.33	-2.73	34	95	110	28	4	2	2.11	12.71	0.58	0.155595996	NA	NA	NA	NA	2.707381556
Linaria_alpina	Nassfeld	2283	16.31	10.43	18.26	6.25	18.26	13.3	13.08	13.94	2.6	-0.64	-0.86	48	150	135	24	3	1	2.54	7.1	0.26	0.120096685	0.0272	0.0062	1.748591146	0.516250719	2.35874462
Linaria_alpina	Nassfeld	2283	12.36	12.36	19.39	6.22	19.39	12.18	13.02	13.81	4.14	-1.63	-0.79	47	140	150	34	1	1	2.49	11.53	0.4	0.199171271	0.0602	0.0114	2.450152562	0.572371705	2.264236758
Linaria_alpina	Nassfeld	2283	21.27	7.41	19.74	6.67	19.74	12.98	14.22	13.75	4.5	-0.77	0.47	39	135	160	29	3	1	2.23	8.46	0.23	0.123411602	0.0248	0.0052	1.588181312	0.421354226	2.401259595
Linaria_alpina	Nassfeld	2283	24.83	9.82	20.29	8.49	20.29	11.69	12.35	14.02	4.03	-2.33	-1.67	39	170	150	26	4	1	2.09	9.44	0.29	0.118370166	0.0241	0.0058	1.545997663	0.48998833	2.618158296
Linaria_alpina	Nassfeld	2283	18.83	7.94	21.16	7.68	21.16	13.72	14.56	15.5	3.57	-1.78	-0.94	68	165	160	22	6	1	2.38	11.75	0.34	0.193508287	0.0488	0.0084	2.087765885	0.434089936	2.27004848
Linaria_alpina	Nassfeld	2283	9.02	9.02	22.09	7.26	22.09	13.12	14.5	15.53	3.98	-2.41	-1.03	82	175	175	22	1	1	1.77	7.31	0.4	0.062016575	0.0109	0.0025	1.354476606	0.403118037	3.277198464
Linaria_alpina	Nassfeld	2283	20.7	11.22	24.22	6.35	24.22	14.83	16.03	17.33	4.64	-2.5	-1.3	57	140	175	30	2	1	1.87	8.48	0.24	0.124171271	0.0271	0.0046	1.812013344	0.370456061	2.006024391
Loiseleuria_procumbens	Fuscher_Toerl	2379	5.31	5.31	3.43	1.83	3.92	2.67	2.43	1.54	1.38	1.13	0.89	19	130	110	12	1	1	2.31	4.7	0.65	0.081706385	0.0382	0.0228	1.88479762	2.790479593	2.087246391
Loiseleuria_procumbens	Fuscher_Toerl	2379	6.28	6.28	3.48	1.66	4.38	2.98	2.81	1.98	1.45	1	0.83	64	175	135	9	1	1	1.85	4.35	0.56	0.06357257	0.0283	0.0187	1.510085246	2.941520219	1.988433603
Loiseleuria_procumbens	Fuscher_Toerl	2379	8.42	6.09	3.64	2	4.06	3.3	3.03	1.55	1.25	1.75	1.48	18	140	170	15	1	2	2.33	4.11	0.57	0.075453345	0.0305	0.0174	1.7361722	2.306060785	1.993605037
Loiseleuria_procumbens	Fuscher_Toerl	2379	6.66	4.59	3.88	2.8	4.51	2.85	3.32	1.9	1.2	0.95	1.42	9	135	140	19	1	2	2.16	5.3	0.59	0.088376294	0.0297	0.0246	0.57707783	2.783551888	2.034762439
Loiseleuria_procumbens	Fuscher_Toerl	2379	8.81	5.21	4.09	1.79	4.79	3.74	3.48	2.63	1.27	1.11	0.85	22	135	170	14	1	3	1.71	4.03	0.6	0.060585007	0.0251	0.0157	1.551538981	2.591400212	1.786717418
Loiseleuria_procumbens	Fuscher_Toerl	2379	8.72	5.16	4.1	1.7	4.93	3.44	3.12	1.59	1.21	1.85	1.53	22	155	105	10	1	2	1.93	4.65	0.57	0.076009171	0.0297	0.0187	1.447193787	2.460229437	1.854659306
Loiseleuria_procumbens	Fuscher_Toerl	2379	8.56	5.91	4.43	2.17	4.68	3.35	3.24	2.57	1.85	0.78	0.67	21	130	145	16	1	2	2.15	4.17	0.6	0.072604738	0.0314	0.0187	1.749197139	2.575589488	1.939677059
Loiseleuria_procumbens	Hexenkueche	2080	9.58	6.42	2.82	2	4.87	3.56	3.7	1.6	3.07	1.96	2.1	23	175	115	8	1	3	2.27	5.32	1.06	NA	0.047	0.029	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	9.81	6	4.04	1.78	5.05	3.07	3.35	2.87	2.23	0.2	0.48	28	165	115	10	1	3	2.34	7.14	1.01	NA	0.074	0.0443	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	13.01	5.03	4.06	1.78	5.12	3.67	4.59	2.62	2.18	1.05	1.97	24	125	150	10	2	3	2.55	6.61	0.93	NA	0.052	0.0326	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	20.53	5.53	4.3	1.75	4.57	2.74	3.23	2.52	2.28	0.22	0.71	31	180	140	8	3	4	2.52	5.51	1.12	NA	0.065	0.0397	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	10.68	4.48	4.49	1.95	5.17	3.42	3.47	2.54	2.41	0.88	0.93	16	170	120	13	1	2	2.58	6.22	1.18	NA	0.081	0.0485	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	14.14	5.71	4.77	1.46	4.16	3.24	3.54	2.53	2.73	0.71	1.01	32	140	135	6	1	4	2.55	6.8	1.07	NA	0.066	0.0408	NA	NA	NA
Loiseleuria_procumbens	Hexenkueche	2080	11.07	5.96	5.27	2.22	4.96	3.23	3.35	3.22	2.86	0.01	0.13	24	145	165	12	1	4	2.79	6.61	1.2	NA	0.076	0.0419	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	13.49	7.09	2.68	NA	4.77	3.21	2.9	2.58	2.14	0.63	0.32	4.1	120	135	21	1	7	1.89	5.13	0.91	NA	0.0344	0.0222	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	10.39	7.12	3.07	NA	4.73	2.79	2.56	2.44	2.07	0.35	0.12	3.5	130	20	18	1	13	1.7	4.67	0.95	NA	0.0342	0.0214	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	14.23	7.2	3.46	NA	4.7	3.22	2.89	2.6	2.52	0.62	0.29	3.2	140	120	22	1	4	1.82	3.74	0.87	NA	0.0321	0.0207	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	12.24	8.01	3.74	NA	4.9	3.28	2.96	2.44	2.35	0.84	0.52	4.2	140	100	13	1	31	2.14	5.08	1.02	NA	0.0497	0.0319	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	13.15	6.31	3.97	NA	4.14	3.24	2.52	2.21	2	1.03	0.31	3.4	95	45	25	1	10	2.58	5.51	0.85	NA	0.0554	0.0306	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	6.95	6.95	4.13	NA	4.73	3.28	2.87	2.54	2.69	0.74	0.33	5.5	135	90	29	1	8	2.48	5.63	0.99	NA	0.0609	0.0328	NA	NA	NA
Loiseleuria_procumbens	Hochmais	1860	12.69	5.22	4.93	NA	4.48	3.21	2.92	2.51	1.99	0.7	0.41	3.8	165	110	18	1	5	2.33	5.79	0.8	NA	0.053	0.0354	NA	NA	NA
Lotus_corniculatus	Fuscher_Tal	1181	12.75	11.64	12.09	8.54	11.89	14.05	14.05	6.51	1.45	7.54	7.54	109	90	125	5	3	2	8.9	11.64	0.24	0.411529168	0.0889	0.0237	1.584334844	0.575900856	3.954232869
Lotus_corniculatus	Fuscher_Tal	1181	20.48	11.35	12.15	7.73	9.79	11.42	11.65	6.47	1.87	4.95	5.18	78	90	120	7	2	1	16.4	11.04	0.24	0.7725233	0.1287	0.0449	1.084756926	0.581212243	3.681469539
Lotus_corniculatus	Fuscher_Tal	1181	16.84	11.29	12.37	7.25	10.55	12.48	12.38	6.6	2.26	5.88	5.78	115	125	140	8	2	1	17.17	10.27	0.18	0.958992061	0.1822	0.0559	1.317007774	0.582903678	2.888321971
Lotus_corniculatus	Fuscher_Tal	1181	27.94	11.63	12.41	8.25	11.97	12.91	12.91	7.86	1.81	5.05	5.05	69	100	145	5	3	1	8.69	9.76	0.22	0.703348291	0.143	0.0453	1.389069985	0.644062132	1.894170352
Lotus_corniculatus	Fuscher_Tal	1181	14.4	11.95	12.44	9.16	9.55	12.13	11.25	6.79	1.93	5.34	4.46	87	100	125	5	1	1	10.84	8.57	0.24	0.723921298	0.1241	0.0432	1.117524795	0.596749952	2.015759092
Lotus_corniculatus	Fuscher_Tal	1181	24.78	11.79	13.26	8.38	10.75	11.85	12.78	7.25	1.86	4.6	5.53	98	100	110	4	2	1	13.78	13.13	0.14	0.700724888	0.0975	0.0313	0.94473596	0.446680295	4.055891026
Lotus_corniculatus	Fuscher_Tal	1181	28.61	11.75	14.47	9.09	11.8	11.88	11.14	9.15	2.04	2.73	1.99	63	60	130	6	2	2	15.69	11.16	0.25	0.939523645	0.1882	0.0499	1.472022559	0.531120215	2.927516158
Lotus_corniculatus	Piffalpe	1463	25.31	10.87	11.48	9.3	12.3	12.38	11.88	6.79	3.6	5.59	5.09	152	135	140	4	2	4	7.74	9.26	0.19	0.235955846	0.325	0.155	7.204737788	6.56902563	4.771347884
Lotus_corniculatus	Piffalpe	1463	18.8	11.98	12.42	8.76	14.16	12.1	10.82	7.44	3.79	4.66	3.38	92	110	125	4	1	4	4.89	5.83	0.23	0.431906068	0.285	0.142	3.310905092	3.28775191	1.036831028
Lotus_corniculatus	Piffalpe	1463	25.71	10.71	13.13	8.21	12.91	13.27	11.76	8.54	3.22	4.73	3.22	149	135	150	3	2	3	3.96	8.07	0.26	0.436265204	0.133	0.084	1.123170025	1.925434328	1.150636171
Lotus_corniculatus	Piffalpe	1463	24.16	11.49	13.67	8.82	14.32	13.42	12.24	7.21	3.54	6.21	5.03	109	110	105	3	1	3	4.75	8.15	0.25	0.19918442	0.269	0.125	7.229481101	6.275591233	3.052922151
Lotus_corniculatus	Piffalpe	1463	28.86	11.8	13.74	8.56	12.85	12.91	11.52	8.06	3.23	4.85	3.46	134	130	85	1	2	4	8.4	7.59	0.22	0.206777754	0.249	0.169	3.86888814	8.173026195	4.843252655
Lotus_corniculatus	Piffalpe	1463	12.73	12.26	14.03	9.24	13.8	13.5	12.09	7.07	3.81	6.43	5.02	81	140	125	5	1	2	5.09	7.77	0.26	0.170990649	0.216	0.103	6.608548518	6.023721215	3.633175003
Lotus_corniculatus	Piffalpe	1463	24.51	12.95	14.66	9.98	13.86	14.89	14.48	9.1	3.07	5.79	5.38	133	135	170	4	NA	NA	6.98	5.41	0.21	0.223019054	0.162	0.121	1.838407942	5.425545389	2.659687398
Maianthemum_bifolium	Piffalpe	1463	19.52	5.08	0	1.56	2.38	0.96	1.8	0	5.08	0.96	1.8	91	140	80	2	1	12	20.22	28.96	0.26	3.981941625	1.074	0.1495	2.321731675	0.375444982	2.309961262
Maianthemum_bifolium	Piffalpe	1463	22.08	4.91	0	1.09	2.19	1.79	1.2	0	4.91	1.79	1.2	116	130	125	2	1	24	30.42	43.16	0.22	8.284034437	0.454	0.3347	0.144011956	0.404030189	2.48953724
Maianthemum_bifolium	Piffalpe	1463	13.4	3.6	0	1.17	1.36	1.73	0.57	0	3.6	1.73	0.57	74	135	150	2	1	11	30.27	46.22	0.22	8.718205362	0.531	NA	NA	NA	2.52078116
Maianthemum_bifolium	Piffalpe	1463	6.95	3.37	0	1.42	1.54	1.63	1.15	0	3.37	1.63	1.15	98	120	160	2	1	7	19.6	33.03	0.23	3.805277525	0.52	0.168	0.925031086	0.441492109	2.672379835
Maianthemum_bifolium	Piffalpe	1463	4.16	3.31	0	1.17	1.75	1.47	1.28	0	3.31	1.47	1.28	69	130	110	2	1	8	21.1	36.59	0.21	4.940295373	1.02	0.151	1.759004137	0.305649741	2.454775761
Maianthemum_bifolium	Piffalpe	1463	6.3	3.3	0	0.86	1.74	1.33	0.82	0	3.3	1.33	0.82	57	120	110	2	1	5	15.21	23.91	0.2	2.515153636	0.286	0.0916	0.772915011	0.364192464	2.271245859
Maianthemum_bifolium	Piffalpe	1463	15.83	2.44	0	1.19	1.7	1.4	1.17	0	2.44	1.4	1.17	118	90	130	2	1	16	20.3	29.04	0.21	3.757401834	0.382	0.1294	0.672273052	0.344386908	2.46447765
Minuartia_rupestris	Hochtor	2587	10.78	10.78	2.44	2.02	2.94	4.61	5.25	2.94	2.01	1.67	2.31	17	165	170	8	1	1	1.07	3.82	0.16	0.033160767	NA	NA	NA	NA	1.936165381
Minuartia_rupestris	Hochtor	2587	10.95	10.95	2.47	2.86	5.38	4.86	5.56	2.43	2.19	2.43	3.13	13	130	150	10	1	1	2.32	5.82	0.19	0.018049531	NA	NA	NA	NA	11.7507321
