Plant_species	Plot	Elevation	Display_size	Flower_diameter	Floral_depth	Petal_width	Petal_length	Stylus_length	Filament_length	Nectar_depth	Nectar_width	Stylus_position	Filament_position	Plant_height	Flower_inclination	Leaf_inclination	Number_leaves	Number_inflorescense	Number_flowers_per_inflo	Leaf_width	Leaf_length	Leaf_thickness	Leaf_Area	Leaf_weight_fresh	Leaf_weight_dry	Succulence	Specific_leaf_weight	Leaf_lobation
Alchemilla_xanthochlora	Piffalpe	1463	11.1	3.33	1.3	1.2	1.28	1.69	0.48	1.3	0.82	0.39	-0.82	107	160	105	13	8	16	34.78	29.42	0.33	NA	0.1341	0.0354	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	9.52	3.49	1.32	0.97	1.28	1.13	0.53	1.32	0.54	-0.19	-0.79	NA	NA	NA	NA	NA	NA	43.79	35.2	0.4	NA	0.1728	0.05567	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	10.13	3.95	1.42	1.16	1.36	1.27	0.5	1.42	0.54	-0.15	-0.92	137	175	125	16	20	17	44.9	39.23	0.37	NA	0.3339	0.04363	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	9.03	3.94	1.75	1.07	1.38	1.17	0.95	1.75	0.66	-0.58	-0.8	109	120	125	5	7	8	42.32	37.84	0.39	NA	0.1333	0.03598	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	8.15	4.24	1.81	1.12	1.27	1.49	0.85	1.81	1	-0.32	-0.96	112	170	100	17	14	18	34.57	27.85	0.39	NA	0.1076	0.03323	NA	NA	NA
Alchemilla_xanthochlora	Piffalpe	1463	12.17	4.83	2.75	1.37	2.04	1.68	0.79	2.75	0.92	-1.07	-1.96	144	180	130	10	4	18	42.68	36.07	0.4	NA	0.1811	0.04487	NA	NA	NA
Androsace_obtusifolia	Fuscher_Toerl	2379	8.46	4.29	2.5	1.82	4.28	1.94	1.97	2.28	0.68	-0.34	-0.31	69	180	175	18	3	1	2.17	7.44	0.12	0.139237001	0.0125	0.0068	0.409373942	0.488375931	1.821368771
Androsace_obtusifolia	Fuscher_Toerl	2379	9.04	5.93	3.09	2.14	2.59	1.92	1.96	2.49	0.75	-0.57	-0.53	76	170	165	13	3	1	1.93	6.49	0.09	0.114726857	0.016	0.0049	0.967515392	0.427101389	1.714971025
Androsace_obtusifolia	Fuscher_Toerl	2379	10.04	5.07	3.23	2.24	4.45	2.34	2.48	2.73	0.7	-0.39	-0.25	42	175	180	16	2	2	2.01	6.31	0.15	0.107941563	0.0185	0.0072	1.046862736	0.667027584	1.845680787
Androsace_obtusifolia	Fuscher_Toerl	2379	9.01	5.26	3.25	1.61	3.78	2.01	2.29	2.71	0.61	-0.7	-0.42	44	180	170	19	3	1	2.43	5.4	0.11	0.092363082	0.0126	0.0056	0.757878565	0.606302852	2.23162642
Androsace_obtusifolia	Fuscher_Toerl	2379	9.29	5.08	3.5	1.96	3.68	1.85	1.85	2.46	0.6	-0.61	-0.61	39	180	180	9	2	1	2.36	5.08	0.13	0.094094025	0.008	0.0045	0.371968358	0.478245032	2.001398389
Androsace_obtusifolia	Fuscher_Toerl	2379	11.78	6.38	3.59	2.14	4.22	2.29	2.97	2.72	0.73	-0.43	0.25	54	180	180	16	2	1	2.43	6.57	0.27	0.151007408	0.0292	0.0089	1.34430491	0.589375059	1.660707959
Androsace_obtusifolia	Fuscher_Toerl	2379	13.97	6.04	4.84	2.16	4.76	2.25	2.74	3.05	0.91	-0.8	-0.31	75	160	165	17	4	3	2.19	6.92	0.18	0.141868033	0.0178	0.0077	0.711929234	0.542757931	1.677975205
Androsace_obtusifolia	Nassfeld	2283	9.58	5.66	3.41	2.19	3.48	2.12	2.28	2.79	0.8	-0.67	-0.51	NA	NA	NA	NA	NA	NA	1.64	7.09	0.14	0.069294606	0.0097	0.0028	0.9957485	0.404071855	2.635788328
Androsace_obtusifolia	Nassfeld	2283	14.61	7.2	3.62	2.63	5.43	1.73	2.25	3.16	1.02	-1.43	-0.91	NA	NA	NA	NA	NA	NA	2.95	10.99	0.16	0.148616874	0.0281	0.0085	1.318827363	0.571940438	3.426663537
Androsace_obtusifolia	Nassfeld	2283	15.25	8.85	4.26	3.06	4.58	1.91	2.23	3.33	1.24	-1.42	-1.1	NA	NA	NA	NA	NA	NA	2.73	11.45	0.15	0.14384509	0.0278	0.0072	1.432096153	0.500538461	3.413445463
Androsace_obtusifolia	Nassfeld	2283	12.82	6.92	4.34	2.59	5.89	1.93	2.48	3.73	0.83	-1.8	-1.25	NA	NA	NA	NA	NA	NA	2.99	10.45	0.15	0.156224066	0.0289	0.0077	1.357025236	0.492881807	3.14166171
Androsace_obtusifolia	Nassfeld	2283	14.19	8.22	4.6	3.06	5.66	1.89	2.57	3.82	0.78	-1.93	-1.25	NA	NA	NA	NA	NA	NA	1.8	9.3	0.12	0.100760719	0.0168	0.0043	1.240562803	0.426753604	2.609660865
Androsace_obtusifolia	Nassfeld	2283	14.69	6.54	4.74	2.47	4.21	2.43	2.86	3.13	0.64	-0.7	-0.27	NA	NA	NA	NA	NA	NA	2.46	8.88	0.16	0.110650069	0.0257	0.0064	1.744237502	0.578400001	3.101103498
Androsace_obtusifolia	Nassfeld	2283	12.83	6.57	5.41	2.54	5.88	1.89	2.38	3.57	1.36	-1.68	-1.19	NA	NA	NA	NA	NA	NA	2.68	9.4	0.16	0.132918396	0.0236	0.007	1.248886572	0.526638916	2.97712749
Anemone_alpina	Hexenkueche	2080	25.55	25.55	13.83	10.89	16.86	8.01	9.51	0	0	8.01	9.51	102	175	160	2	1	1	28.91	42.6	0.12	3.863012735	0.596	NA	NA	NA	5.007851337
Anemone_alpina	Hexenkueche	2080	21.12	21.12	16.9	9.83	18.77	9.21	10.15	0	0	9.21	10.15	103	160	100	2	1	1	19.45	26.76	0.1	1.920495321	0.183	NA	NA	NA	4.257085164
Anemone_alpina	Hexenkueche	2080	21.84	21.84	16.95	10.8	17.21	10.48	13.06	0	0	10.48	13.06	158	170	95	2	1	1	33.39	31.65	0.11	3.655878421	0.67	0.2357	1.187949789	0.644715094	4.540652497
Anemone_alpina	Hexenkueche	2080	23.01	23.01	17.35	12.5	17.71	8.67	7.58	0	0	8.67	7.58	120	170	120	2	1	1	45.75	52.86	0.13	3.9220432	2.8	0.486	5.899986007	1.239150043	9.685582869
Anemone_alpina	Hexenkueche	2080	22.21	22.21	17.58	10.37	18.41	8.99	11.48	0	0	8.99	11.48	171	160	135	2	1	1	19.09	32.16	0.12	8.260254696	1.214	0.1247	1.31872447	0.150963868	1.167477198
Anemone_alpina	Hexenkueche	2080	23.44	23.44	17.64	11.48	18.84	10.33	12.34	0	0	10.33	12.34	64	130	135	2	1	1	21.06	28.84	0.11	2.462252867	0.212	0.1676	0.180322665	0.680677449	3.874724672
Anemone_alpina	Hexenkueche	2080	28.7	28.7	17.79	10.98	20.05	9.22	6.9	0	0	9.22	6.9	116	180	120	2	1	1	21.64	38.16	0.12	2.702103708	0.949	0.576	1.380405937	2.131672438	4.800466972
Anemone_alpina	Hexenkueche	2080	29.06	29.06	18.94	13.25	21.99	8.7	11.78	0	0	8.7	11.78	62	160	160	2	1	1	35.71	24.87	0.11	2.164004784	0.339	0.1708	0.777262607	0.789277368	6.446549117
Anemone_alpina	Hexenkueche	2080	24.43	24.43	19.03	10.26	21.29	7.8	11.93	0	0	7.8	11.93	132	150	135	2	1	1	32.82	35.86	0.11	3.868289594	0.655	0.1327	1.350209149	0.343045671	4.779140073
Anemone_alpina	Hexenkueche	2080	34.46	34.46	19.16	7.78	26.85	9.7	9.89	0	0	9.7	9.89	192	165	155	3	1	1	16.73	26.78	0.37	NA	0.591	0.1675	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	20.34	20.34	19.43	10.85	20.07	12.7	11.67	0	0	12.7	11.67	160	160	135	2	1	1	35.88	47.99	0.13	7.679237318	0.319	0.0467	0.354592505	0.060813331	3.52212668
Anemone_alpina	Hexenkueche	2080	39.01	39.01	19.75	12.94	24.33	12.42	10.36	0	0	12.42	10.36	153	150	135	3	1	1	27.11	32.72	0.36	NA	1.03	0.1762	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	36.33	36.33	21.5	9.28	24.86	11.49	11.48	0	0	11.49	11.48	104	160	140	3	1	1	38.85	47.98	0.38	NA	1.882	0.5011	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	34.69	34.69	21.6	10.34	23.23	12.08	9.74	0	0	12.08	9.74	186	175	165	4	1	1	31.86	38.07	0.39	NA	1.752	0.9974	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	42.87	42.87	21.76	12.07	27.97	11.89	11.16	0	0	11.89	11.16	112	170	150	3	1	1	43.4	41.05	0.29	NA	2.337	0.3346	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	36.18	36.18	24.2	14.06	23.74	12.06	11.13	0	0	12.06	11.13	138	170	160	3	1	1	69.69	61.44	0.36	NA	3.997	1.126	NA	NA	NA
Anemone_alpina	Hexenkueche	2080	40.17	40.17	27.54	11.47	27.64	11.68	13.92	0	0	11.68	13.92	134	175	170	3	1	1	18.04	26.42	0.34	NA	0.424	0.3562	NA	NA	NA
Anemone_alpina	Hochmais	1860	15.74	15.74	12.48	7.47	13.23	9.05	11.75	0	0	9.05	11.75	127	180	120	3	1	1	27.89	29.27	0.18	3.139809096	0.235	0.1219	0.360212983	0.388240165	4.084020096
Anemone_alpina	Hochmais	1860	28.1	28.1	13.43	8.13	15.91	9.68	11.04	0	0	9.68	11.04	114	175	130	3	1	1	17.07	31.2	0.2	2.399213925	0.986	0.5088	1.988984788	2.120694594	3.486896196
Anemone_alpina	Hochmais	1860	18.34	18.34	13.73	7.4	15.02	6.24	9.37	0	0	6.24	9.37	106	180	100	3	1	1	39.59	40.25	0.16	4.232594048	1.138	0.421	1.693996617	0.994661891	5.913772952
Anemone_alpina	Hochmais	1860	29.06	29.06	13.75	10.67	16.17	8.78	12.68	0	0	8.78	12.68	157	180	140	3	1	1	22.82	46.54	0.22	7.759334643	0.643	0.3994	0.313944444	0.514734856	2.14999482
Anemone_alpina	Hochmais	1860	37.29	37.29	14.07	12.47	19.81	10.11	8.77	0	0	10.11	8.77	112	160	155	3	1	1	52.34	55.7	0.21	10.0830292	0.22	0.1593	0.060200163	0.157988236	4.541692909
Anemone_alpina	Hochmais	1860	29.95	29.95	14.24	7.82	16.71	6.91	7.81	0	0	6.91	7.81	145	165	125	3	1	1	36.6	48.27	0.22	7.029548007	0.458	0.2964	0.229886758	0.421648731	3.94776107
Anemone_alpina	Hochmais	1860	16.76	16.76	15.78	7.75	14.31	9.11	10.42	0	0	9.11	10.42	94	180	110	3	1	1	22.43	30.76	0.13	2.630685008	0.221	0.1471	0.280915426	0.559169948	4.11970987
Anemone_alpina	Hochmais	1860	21.86	21.86	16.44	9.53	15.66	8.54	11.29	0	0	8.54	11.29	51	175	170	3	1	1	20.7	24.76	0.21	1.89809096	0.395	0.2257	0.891948824	1.189089484	4.241542686
Anemone_alpina	Hochmais	1860	33.92	33.92	16.51	12.34	19.66	10.56	11.99	0	0	10.56	11.99	163	175	90	3	1	1	35.27	39.38	0.23	NA	1.151	0.2776	NA	NA	NA
Anemone_alpina	Hochmais	1860	25.53	25.53	17.08	9.59	18.41	9.91	7.66	0	0	9.91	7.66	104	180	155	3	1	1	24.76	39.17	0.17	3.574677148	0.423	0.2351	0.525641875	0.657681772	4.261743083
Anemone_alpina	Hochmais	1860	43.25	43.25	17.09	15.44	24.18	12.41	12.17	0	0	12.41	12.17	130	180	90	2	1	1	26.42	37.61	0.25	NA	0.893	0.1888	NA	NA	NA
Anemone_alpina	Hochmais	1860	33.36	33.36	18.63	16.22	29.69	9.15	12.82	0	0	9.15	12.82	120	160	95	3	1	1	28.49	36.05	0.31	NA	1.072	0.2295	NA	NA	NA
Anemone_alpina	Hochmais	1860	32.55	32.55	19.51	12.04	24.1	10.03	13.1	0	0	10.03	13.1	144	145	95	3	1	1	33.39	30.04	0.3	NA	1.369	0.3227	NA	NA	NA
Anemone_alpina	Hochmais	1860	27.43	27.43	19.81	11.01	19.76	10.35	11.95	0	0	10.35	11.95	142	170	105	3	1	1	22.83	45.11	0.19	4.706134194	0.286	0.1327	0.325745067	0.28197241	3.437433529
Anemone_alpina	Hochmais	1860	34.89	34.89	21.06	13.94	23.31	12.25	10.2	0	0	12.25	10.2	136	150	115	3	1	1	30.38	42.4	0.27	NA	1.352	0.3155	NA	NA	NA
Anemone_alpina	Hochmais	1860	40.4	40.4	22.09	14.29	22.3	9.96	13.01	0	0	9.96	13.01	158	150	80	3	1	1	23.73	29.86	0.24	NA	0.785	0.2297	NA	NA	NA
Anemone_alpina	Hochmais	1860	37.64	37.64	23.31	12.37	24.06	11.38	13.23	0	0	11.38	13.23	148	160	120	3	1	1	40.3	40.54	0.25	NA	2.148	0.5811	NA	NA	NA
Anemone_alpina	Nassfeld	2283	42.8	42.8	8.88	13.25	20.96	9.83	8.48	0	0	9.83	8.48	NA	NA	NA	NA	1	1	33.57	49.38	0.22	0.995781174	0.5534	0.5335	0.199843103	NA	26.14919914
Anemone_alpina	Nassfeld	2283	36.28	36.28	9.52	13.51	21.57	12.24	12.51	0	0	12.24	12.51	NA	NA	NA	NA	1	1	31.06	41.69	0.26	6.161549197	0.5147	0.4932	0.034893822	0.800448044	3.301135136
Anemone_alpina	Nassfeld	2283	35.79	35.79	9.91	13.3	16.26	10.51	8.69	0	0	10.51	8.69	NA	NA	NA	NA	1	1	37.9	44.71	0.26	7.087020237	0.7186	0.6862	0.04571738	0.968248964	3.755779473
Anemone_alpina	Nassfeld	2283	43.71	43.71	11.35	13.44	21.58	9.9	10.04	0	0	9.9	10.04	NA	NA	NA	NA	1	1	31.09	41.4	0.23	6.740334962	0.6893	0.6664	0.033974573	0.988674901	2.999573173
Anemone_alpina	Nassfeld	2283	41.07	41.07	16.56	13.12	22.22	9.47	10.81	0	0	9.47	10.81	NA	NA	NA	NA	1	1	28.7	34.83	0.24	2.811444522	0.278	0.2697	0.02952219	0.959293338	5.585032828
Anemone_alpina	Nassfeld	2283	32.54	32.54	16.59	10.91	23.64	14.68	12.75	0	0	14.68	12.75	NA	NA	NA	NA	1	1	21.77	37.9	0.28	4.15931612	0.3601	0.3474	0.030533866	0.835233461	3.115986639
Anemone_alpina	Nassfeld	2283	41.29	41.29	19.64	16.03	25.08	13.68	13.21	0	0	13.68	13.21	NA	NA	NA	NA	1	1	35.96	52.94	0.23	8.215073273	0.7503	0.7191	0.037978967	0.875342162	3.640089448
Anemone_alpina	Schupfer_Hochalm	1632	16.78	16.78	4.5	5.44	9.24	3.36	3.82	0	0	3.36	3.82	96	160	80	3	1	1	33.47	27.58	0.2	4.746377314	0.2132	0.1869	0.055410681	0.393774004	3.054974515
Anemone_alpina	Schupfer_Hochalm	1632	15.79	15.79	4.52	5.05	9.08	3.23	4.22	0	0	3.23	4.22	130	170	110	3	1	1	36.8	33.48	0.21	6.37877002	0.2618	0.2366	0.039506049	0.370917903	3.034004361
Anemone_alpina	Schupfer_Hochalm	1632	18.48	18.48	6.75	5.59	11.75	4.23	5.33	0	0	4.23	5.33	202	160	95	3	1	1	46.12	44.74	0.18	9.623309991	0.3318	0.2847	0.048943659	0.295844154	3.36806667
Anemone_alpina	Schupfer_Hochalm	1632	20.2	20.2	7.14	5.61	10.7	4.84	5.28	0	0	4.84	5.28	139	170	110	3	1	1	44.68	35.75	0.15	7.825001733	0.2519	0.2144	0.047923312	0.27399355	3.206451278
Anemone_alpina	Schupfer_Hochalm	1632	21.98	21.98	8.66	5.06	12.5	2.94	4.59	0	0	2.94	4.59	101	150	110	3	1	1	30.26	24.69	0.18	4.021424114	0.2147	0.1848	0.07435177	0.459538698	2.918300522
Anemone_alpina	Schupfer_Hochalm	1632	20.23	20.23	9.49	5.97	10.5	5.11	5.56	0	0	5.11	5.56	172	160	50	3	1	1	38.22	31.99	0.2	4.980933232	0.178	0.1551	0.04597532	0.31138743	3.855796277
Anemone_alpina	Schupfer_Hochalm	1632	22.56	22.56	11.05	8	15.06	6.5	5.74	0	0	6.5	5.74	195	125	100	3	1	1	46.8	31.96	0.2	10.82812175	0.3219	0.2783	0.040265524	0.25701595	2.169798329
Arabis_alpina	Hochtor	2587	10.94	7.73	4.6	3.27	5.14	2.73	5.05	3.52	2.41	-0.79	1.53	53	165	130	2	1	2	13.91	18.37	0.29	NA	0.019	NA	NA	NA	NA
Arabis_alpina	Hochtor	2587	7.63	7.63	5.13	3.11	6.84	5.63	5.8	3.58	2.61	2.05	2.22	66	170	135	4	1	3	7.89	12.98	0.24	NA	0.059	0.021	NA	NA	NA
Arabis_alpina	Hochtor	2587	17.91	6.51	5.53	2.78	6.32	5.05	5.36	4.04	2.18	1.01	1.32	13	160	150	4	1	6	8.58	13.75	0.32	NA	0.053	0.024	NA	NA	NA
Arabis_alpina	Hochtor	2587	11.46	3.46	6.12	2.28	6.04	5.26	5.27	3.95	2.16	1.31	1.32	49	135	135	2	1	4	9.44	12.39	0.17	NA	0.028	0.013	NA	NA	NA
Arabis_alpina	Hochtor	2587	16.1	6.85	6.33	2.79	6.61	4.72	5.45	5.07	2.97	-0.35	0.38	84	160	145	4	1	5	10.77	15.51	0.22	NA	0.055	0.014	NA	NA	NA
Arabis_alpina	Hochtor	2587	6.49	6.24	6.38	2.7	5.58	6.11	4.71	3.21	1.46	2.9	1.5	28	135	150	1	1	1	5.61	10.68	0.28	NA	0.02	0.007	NA	NA	NA
Arabis_alpina	Hochtor	2587	17.41	10.17	7.1	3.27	5.55	5.79	6.07	4.12	3.01	1.67	1.95	58	170	135	3	1	4	10.89	16.29	0.39	NA	0.061	0.028	NA	NA	NA
Arabis_alpina	Hochtor	2587	8.87	6.03	7.15	2.89	7.38	5.93	7.05	5.04	2.79	0.89	2.01	42	160	145	3	1	3	8.97	12.11	0.29	NA	0.055	0.017	NA	NA	NA
Arabis_alpina	Hochtor	2587	14.35	8.13	7.17	4.06	7.67	7.1	5.62	4.47	2.12	2.63	1.15	134	150	90	4	1	1	11.71	13.52	0.12	NA	0.096	0.03	NA	NA	NA
Arabis_alpina	Hochtor	2587	8.54	9.67	8.43	4.5	7.64	5.98	6.5	4.11	2.17	1.87	2.39	40	105	120	1	1	4	8.49	9.24	0.4	NA	0.067	0.032	NA	NA	NA
Arabis_alpina	Nassfeld	2283	24.93	8.81	5.27	3.3	5.44	4.91	5.84	3.3	2.3	1.61	2.54	NA	NA	NA	NA	NA	NA	8.52	15.65	0.25	0.830494391	0.0612	0.0586	0.031306653	0.705603802	2.521953705
Arabis_alpina	Nassfeld	2283	21.39	7.78	5.4	2.88	6.73	5.66	6.13	3.66	2.19	2	2.47	NA	NA	NA	NA	NA	NA	10.8	18.18	0.28	1.222199141	0.0914	0.0875	0.031909694	0.715922611	2.523454842
Arabis_alpina	Nassfeld	2283	17.6	7.66	5.59	3.43	6.45	5.07	6.08	4.35	1.81	0.72	1.73	NA	NA	NA	NA	NA	NA	8.09	15.69	0.2	0.79788118	0.0454	0.0425	0.036346264	0.532660765	2.498924419
Arabis_alpina	Nassfeld	2283	18.26	8.21	5.9	3.05	6.12	5.01	7.2	4.67	2.96	0.34	2.53	NA	NA	NA	NA	NA	NA	8.13	12.23	0.22	0.657457416	0.0366	0.035	0.024336177	0.53235387	2.375577762
Arabis_alpina	Nassfeld	2283	22.41	5.72	6.06	2.88	5.14	4.92	4.48	3.47	2.16	1.45	1.01	NA	NA	NA	NA	NA	NA	7.95	14.2	0.31	0.756197203	0.0588	0.0569	0.025125721	0.752449226	2.344986157
Arabis_alpina	Nassfeld	2283	21.31	7.81	6.2	2.52	6.9	6.37	7.1	4.35	2.73	2.02	2.75	NA	NA	NA	NA	NA	NA	11.23	15.46	0.32	1.072704612	0.0682	0.0654	0.026102246	0.609673896	2.542312747
Arabis_alpina	Nassfeld	2283	20.96	7.83	6.42	3	6.73	5.19	6.07	4.21	2.31	0.98	1.86	NA	NA	NA	NA	NA	NA	11.27	20	0.29	1.395166874	0.0979	0.0931	0.034404487	0.667303688	2.537742966
Arabis_alpina	Nassfeld	2283	20.5	8.49	6.55	3.63	7.09	6.55	6.96	3.37	2.66	3.18	3.59	NA	NA	NA	NA	NA	NA	11.12	16.71	0.4	1.13419194	0.1005	0.0965	0.035267399	0.850826007	2.573443024
Arabis_alpina	Nassfeld	2283	25.76	7.73	7.03	3.88	6.57	5.61	6.83	3.75	2.85	1.86	3.08	NA	NA	NA	NA	NA	NA	10.25	16.64	0.28	0.885542169	0.062	0.0584	0.040653061	0.659482993	3.025434936
Arabis_alpina	Nassfeld	2283	15.67	8.21	7.09	3.15	5.69	5.39	6.8	3.99	2.33	1.4	2.81	NA	NA	NA	NA	NA	NA	8.97	13.25	0.26	0.739302036	0.0538	0.0509	0.039226187	0.688487215	2.525261143
Arenaria_ciliata	Hochtor	2587	7.82	7.82	2.13	2.46	2.97	3.28	1.76	1.8	2.92	1.48	-0.04	12	95	110	6	1	1	1.31	4.63	0.25	0.502442088	0.05	0.0288	0.421939175	0.573200388	0.189620877
Arenaria_ciliata	Hochtor	2587	9.59	9.59	2.2	2.89	5.18	4.26	5	2.34	3.85	1.92	2.66	23	180	90	8	1	1	1.53	4.33	0.25	0.496162434	NA	NA	NA	NA	0.209737132
Arenaria_ciliata	Hochtor	2587	10.17	10.17	2.51	3.21	5.07	4.96	3.63	2.95	2.92	2.01	0.68	32	175	135	10	1	1	1.56	3.81	0.26	0.671364778	0.053	0.0421	0.162355851	0.627080856	0.139062777
Arenaria_ciliata	Hochtor	2587	9.19	9.19	2.64	2.31	4.13	5.46	3.51	2.29	3.21	3.17	1.22	29	180	100	20	1	1	1.12	3.05	0.24	0.975648898	0.031	0.0243	0.068672245	0.249065007	0.054997656
Arenaria_ciliata	Hochtor	2587	9.25	9.25	2.95	2.91	4.14	4.41	2.82	2.33	2.69	2.08	0.49	10	180	135	12	1	1	1.65	3.99	0.21	0.354312029	0.027	0.0252	0.050802678	0.711237495	0.291870915
Arenaria_ciliata	Hochtor	2587	11.61	11.61	3.12	2.6	4.79	4.56	4.82	3.34	3.8	1.22	1.48	12	180	135	10	1	1	1.6	4.03	0.21	0.430505163	NA	NA	NA	NA	0.235269994
Arenaria_ciliata	Hochtor	2587	8.97	8.97	3.17	2.53	4.14	3.3	2.64	2.21	2.84	1.09	0.43	22	90	70	9	1	1	1.79	4.53	0.27	0.520513536	0.044	0.0191	0.478373727	0.366945308	0.244702881
Arenaria_ciliata	Hochtor	2587	9.6	9.6	3.62	2.57	3.83	4.96	2.37	2.73	3.42	2.23	-0.36	24	160	170	10	1	1	1.24	3.86	0.26	0.471950879	0.065	0.0261	0.824238321	0.553023655	0.159305976
Arenaria_ciliata	Hochtor	2587	3.32	3.32	3.78	1.74	3.52	4.47	3.55	2.62	2.09	1.85	0.93	38	130	90	13	1	1	0.96	3.11	0.25	0.306377337	0.05	0.0432	0.221948531	1.410025964	0.153071685
Arenaria_ciliata	Hochtor	2587	8.6	8.6	4.07	2.18	4.21	4.49	3.32	2.49	3.55	2	0.83	13	165	90	14	1	1	2.12	4.83	0.24	0.590636338	0.056	0.0384	0.297983698	0.65014625	0.272321986
Aster_bellidiastrum	Fuscher_Toerl	2379	13.49	0.97	2.12	0.42	2.12	2.5	1.74	1.78	0.28	0.72	-0.04	44	135	130	4	4	NA	14.35	24.64	0.24	NA	0.1446	0.136	NA	NA	NA
Aster_bellidiastrum	Fuscher_Toerl	2379	16.89	0.73	2.35	0.45	2.6	3.05	2.35	1.83	0.3	1.22	0.52	90	100	130	6	3	NA	14.96	39.22	0.22	3.758076843	0.2893	0.2778	0.030600758	0.739207876	2.452411838
Aster_bellidiastrum	Fuscher_Toerl	2379	14.4	1.2	2.37	0.25	2.37	3.15	2.55	2.14	0.44	1.01	0.41	112	140	145	5	4	NA	11.11	25.95	0.17	2.757937886	0.2146	0.2023	0.044598539	0.733519058	1.642051664
Aster_bellidiastrum	Fuscher_Toerl	2379	17.83	1.15	2.63	0.38	2.55	2.68	2.44	1.96	0.55	0.72	0.48	149	105	150	8	4	NA	16.96	44.61	0.19	5.215451956	0.2912	0.1117	0.344169597	0.214171276	2.278693949
Aster_bellidiastrum	Fuscher_Toerl	2379	15.3	0.8	2.66	0.39	2.66	3.13	2.81	2.36	0.49	0.77	0.45	88	155	180	3	5	NA	13.24	30.39	0.35	2.269644966	0.128	0.1204	0.033485413	0.530479444	2.784714237
Aster_bellidiastrum	Fuscher_Toerl	2379	21.98	1.74	2.68	0.35	2.89	3.45	2.86	2.24	0.36	1.21	0.62	113	150	130	5	3	NA	22.06	41.14	0.18	1.857986521	0.1165	0.1118	0.025296201	0.601726647	7.67268049
Aster_bellidiastrum	Fuscher_Toerl	2379	17.72	0.96	3.08	0.31	3.08	2.92	2.33	1.96	0.44	0.96	0.37	83	160	145	7	6	NA	13.06	35.57	0.22	2.732161467	0.2005	0.1904	0.036967068	0.696884142	2.670795016
Aster_bellidiastrum	Hochmais	1860	20.12	1.9	3.2	0.58	3.2	4.03	3.32	2.95	0.75	1.08	0.37	100	160	65	2	1	33	NA	NA	NA	5.626747763	0.352	0.0903	0.465099932	0.160483469	NA
Aster_bellidiastrum	Hochmais	1860	19.89	1.49	3.62	0.67	3.62	4.66	3.2	3.04	0.72	1.62	0.16	120	180	100	3	1	13	13.8	8.01	0.15	3.696168904	0.201	0.0597	0.382287725	0.161518593	0.469763934
Aster_bellidiastrum	Hochmais	1860	16.73	1.71	3.7	0.43	3.7	4.25	3.2	3.18	0.74	1.07	0.02	170	180	50	2	1	33	31.73	17.06	0.26	6.172678971	0.346	0.191	0.25110653	0.309428047	1.377511665
Aster_bellidiastrum	Hochmais	1860	19.04	1.41	3.7	0.6	3.7	3.43	3.1	3.02	0.5	0.41	0.08	200	120	90	6	1	19	18.53	10.41	0.19	4.689876957	0.527	0.2723	0.54308461	0.580612247	0.646077441
Aster_bellidiastrum	Hochmais	1860	21.5	1.63	3.72	0.39	3.72	4.74	3.48	3.12	0.73	1.62	0.36	183	180	30	4	1	16	27.05	15.22	0.26	1.832983781	0.166	0.0873	0.42935459	0.476272627	3.528118608
Aster_bellidiastrum	Hochmais	1860	21.47	1.23	3.73	0.66	3.73	4.05	3.15	3.2	0.77	0.85	-0.05	200	170	50	5	1	28	NA	NA	NA	2.018036913	0.495	0.1858	1.532182083	0.920696737	NA
Aster_bellidiastrum	Hochmais	1860	16.73	1.55	3.84	0.7	3.84	4.53	3.61	3.27	0.66	1.26	0.34	255	180	60	5	1	21	NA	NA	NA	11.55068512	0.188	0.151	0.032032732	0.130728176	NA
Aster_bellidiastrum	Hochmais	1860	13.91	1.11	3.84	0.66	3.84	4.11	3.25	3.35	0.78	0.76	-0.1	175	180	20	3	1	52	23.83	10.95	0.16	6.752446868	0.618	0.2522	0.54172955	0.373494238	0.607011422
Aster_bellidiastrum	Hochmais	1860	16.36	1.12	4.05	0.51	4.05	4.28	3.43	3.7	0.67	0.58	-0.27	183	170	80	5	1	10	33.24	12.74	0.2	2.396322707	0.592	0.3231	1.12213601	1.348315897	2.775907671
Aster_bellidiastrum	Hochmais	1860	22.87	1.14	4.3	0.78	4.3	5.41	3.87	3.65	0.71	1.76	0.22	245	175	60	3	1	16	30.28	18.29	0.22	5.148629754	1.042	0.5322	0.990166363	1.033673085	1.68965404
Astragalus_alpinus	Hochtor	2587	22.89	10.37	14.49	5.96	11.95	9.92	8.16	9.57	2.69	0.35	-1.41	35	170	170	5	1	6	7.69	27.96	0.31	0.644002521	NA	NA	NA	NA	5.244400094
